id,created,project_id,task_id,user_id,finish_time,task
6952,2020-03-23T21:09:13.579750,238,2775,198,2020-03-23T21:18:19.256994,Quoted Sources
6953,2020-03-23T21:15:47.698490,238,2776,198,2020-03-23T21:19:36.687601,Quoted Sources
6956,2020-03-23T21:23:10.950114,238,2774,5,2020-03-23T21:25:32.157661,Quoted Sources
6957,2020-03-23T21:18:19.465605,238,2777,198,2020-03-23T21:29:15.039732,Quoted Sources
6958,2020-03-23T21:23:11.123261,238,2775,5,2020-03-23T21:30:29.643165,Quoted Sources
6959,2020-03-23T21:25:32.545151,238,2776,5,2020-03-23T21:31:44.389386,Quoted Sources
6960,2020-03-23T21:19:36.904755,238,2778,198,2020-03-23T21:32:11.379000,Quoted Sources
6961,2020-03-23T21:30:29.932296,238,2777,5,2020-03-23T21:33:49.493914,Quoted Sources
6962,2020-03-23T21:31:44.641451,238,2778,5,2020-03-23T21:34:51.958929,Quoted Sources
6963,2020-03-23T21:33:49.771699,238,2779,5,2020-03-23T21:36:41.955992,Quoted Sources
6964,2020-03-23T21:34:52.212027,238,2780,5,2020-03-23T21:38:24.322846,Quoted Sources
6965,2020-03-23T21:36:42.234572,238,2781,5,2020-03-23T21:39:37.414768,Quoted Sources
6966,2020-03-23T21:38:24.735634,238,2782,5,2020-03-23T21:40:35.410307,Quoted Sources
6967,2020-03-23T21:29:15.259207,238,2779,198,2020-03-23T21:41:06.198086,Quoted Sources
6968,2020-03-23T21:39:37.726360,238,2783,5,2020-03-23T21:41:29.504563,Quoted Sources
6969,2020-03-23T21:32:11.582668,238,2780,198,2020-03-23T21:46:29.954475,Quoted Sources
6970,2020-03-23T21:41:06.421205,238,2781,198,2020-03-23T21:50:31.920335,Quoted Sources
6971,2020-03-23T21:46:30.181268,238,2782,198,2020-03-23T21:53:17.693538,Quoted Sources
6972,2020-03-23T21:50:32.147553,238,2783,198,2020-03-23T21:55:20.884751,Quoted Sources
6991,2020-03-23T23:25:50.311612,238,2774,127,2020-03-23T23:57:39.693731,Quoted Sources
6998,2020-03-24T00:18:24.604447,238,2775,239,2020-03-24T00:24:11.277264,Quoted Sources
6999,2020-03-24T00:18:24.761705,238,2776,239,2020-03-24T00:26:10.876937,Quoted Sources
7000,2020-03-24T00:24:11.528760,238,2777,239,2020-03-24T00:28:14.010388,Quoted Sources
7001,2020-03-24T00:26:11.305773,238,2778,239,2020-03-24T00:30:03.582285,Quoted Sources
7009,2020-03-23T21:53:17.932750,238,2784,198,2020-03-24T01:14:50.861746,Quoted Sources
7010,2020-03-23T21:55:21.101382,238,2785,198,2020-03-24T01:22:56.433174,Quoted Sources
7011,2020-03-24T01:14:51.070633,238,2786,198,2020-03-24T01:24:38.844786,Quoted Sources
7012,2020-03-24T01:22:56.636898,238,2787,198,2020-03-24T01:26:20.735700,Quoted Sources
7013,2020-03-24T02:30:22.977355,238,2779,205,2020-03-24T02:34:26.066270,Quoted Sources
7014,2020-03-24T02:30:23.143503,238,2780,205,2020-03-24T02:36:41.619514,Quoted Sources
7015,2020-03-24T02:34:26.395094,238,2781,205,2020-03-24T02:38:42.639456,Quoted Sources
7016,2020-03-24T02:36:41.947386,238,2782,205,2020-03-24T02:50:55.865689,Quoted Sources
7017,2020-03-24T02:38:42.953620,238,2783,205,2020-03-24T02:52:52.998824,Quoted Sources
7018,2020-03-24T02:50:56.149895,238,2784,205,2020-03-24T02:55:51.873527,Quoted Sources
7019,2020-03-24T04:20:27.768515,238,2784,30,2020-03-24T04:21:57.046432,Quoted Sources
7020,2020-03-24T04:20:27.898827,238,2785,30,2020-03-24T04:23:05.922475,Quoted Sources
7021,2020-03-24T04:21:57.250184,238,2786,30,2020-03-24T04:25:02.691670,Quoted Sources
7022,2020-03-24T04:23:06.159705,238,2787,30,2020-03-24T04:25:53.290583,Quoted Sources
7030,2020-03-24T04:42:41.704891,238,2785,240,2020-03-24T04:54:35.227740,Quoted Sources
7031,2020-03-24T02:52:53.309305,238,2785,205,2020-03-24T04:59:03.480921,Quoted Sources
7032,2020-03-24T02:55:52.109094,238,2786,205,2020-03-24T05:01:27.019189,Quoted Sources
7033,2020-03-24T04:59:03.973181,238,2787,205,2020-03-24T05:04:01.051634,Quoted Sources
7035,2020-03-24T04:42:41.860841,238,2786,240,2020-03-24T05:08:33.971522,Quoted Sources
7038,2020-03-24T04:54:35.498011,238,2787,240,2020-03-24T05:10:45.286989,Quoted Sources
7787,2020-07-02T14:34:54.031945,238,2762,314,2020-07-02T15:10:00.786047,Quoted Sources
7788,2020-07-02T14:34:54.362591,238,2763,314,2020-07-02T17:41:36.964875,Quoted Sources
7789,2020-07-02T15:10:01.220079,238,2764,314,2020-07-02T17:44:58.690400,Quoted Sources
7790,2020-07-02T17:41:37.478185,238,2765,314,2020-07-02T17:48:03.650852,Quoted Sources
7805,2020-07-02T21:11:58.047559,238,2762,313,2020-07-02T21:22:17.398262,Quoted Sources
7821,2020-07-06T00:12:25.321800,238,2762,316,2020-07-06T00:24:59.019167,Quoted Sources
7822,2020-07-06T12:19:19.677169,238,2762,317,2020-07-06T12:26:13.531419,Quoted Sources
7823,2020-07-06T12:19:19.856327,238,2763,317,2020-07-06T12:28:52.676537,Quoted Sources
7824,2020-07-06T12:26:13.831641,238,2764,317,2020-07-06T12:30:16.916255,Quoted Sources
7825,2020-07-06T12:28:52.948890,238,2765,317,2020-07-06T12:32:22.282490,Quoted Sources
7826,2020-07-06T12:30:17.290710,238,2766,317,2020-07-06T12:34:45.131408,Quoted Sources
7827,2020-07-06T12:32:22.562907,238,2767,317,2020-07-06T12:35:53.894386,Quoted Sources
7828,2020-07-06T12:34:45.405366,238,2768,317,2020-07-06T12:43:56.857016,Quoted Sources
7829,2020-07-06T12:35:54.180508,238,2769,317,2020-07-06T12:45:49.035568,Quoted Sources
7830,2020-07-06T12:43:57.139926,238,2770,317,2020-07-06T12:46:53.821652,Quoted Sources
7831,2020-07-06T12:45:49.362813,238,2771,317,2020-07-06T12:48:13.200344,Quoted Sources
7848,2020-07-08T20:20:57.773257,238,2763,313,2020-07-08T20:25:04.778514,Quoted Sources
7849,2020-07-08T20:20:57.970034,238,2764,313,2020-07-08T20:26:41.545762,Quoted Sources
7850,2020-07-08T20:25:05.374885,238,2765,313,2020-07-08T20:29:15.185423,Quoted Sources
7851,2020-07-10T01:21:32.906027,238,2763,316,2020-07-10T01:25:17.198903,Quoted Sources
7852,2020-07-10T01:21:34.244322,238,2764,316,2020-07-10T01:30:16.249506,Quoted Sources
7853,2020-07-10T01:25:17.465509,238,2765,316,2020-07-10T01:33:09.292822,Quoted Sources
7854,2020-07-10T13:05:31.118701,238,2762,318,2020-07-10T13:08:35.394367,Quoted Sources
7855,2020-07-15T15:07:53.865762,238,2766,313,2020-07-15T15:11:00.019903,Quoted Sources
7856,2020-07-15T15:07:54.194711,238,2767,313,2020-07-15T15:12:28.323249,Quoted Sources
7873,2020-07-16T18:13:41.282779,238,2762,319,2020-07-16T18:48:32.543794,Quoted Sources
7874,2020-07-16T18:13:41.436100,238,2763,319,2020-07-16T19:10:19.281524,Quoted Sources
7875,2020-08-02T17:46:30.629841,238,2762,152,2020-08-02T17:52:17.797978,Quoted Sources
7878,2020-08-10T22:16:21.624163,238,2762,322,2020-08-10T22:35:42.888287,Quoted Sources
7893,2020-09-01T22:21:10.652267,238,2762,171,2020-09-01T22:39:00.919174,Quoted Sources
7894,2020-09-01T22:50:31.373854,238,2763,171,2020-09-01T22:58:02.457864,Quoted Sources
7904,2020-09-05T02:48:38.966775,238,2762,328,2020-09-05T02:54:09.267532,Quoted Sources
7905,2020-09-05T03:18:36.821983,238,2763,328,2020-09-05T03:20:02.881752,Quoted Sources
7906,2020-09-05T03:18:36.996029,238,2764,328,2020-09-05T03:31:58.521450,Quoted Sources
7913,2020-09-05T18:13:05.646021,238,2762,330,2020-09-05T18:18:52.881969,Quoted Sources
7914,2020-09-05T18:13:05.758454,238,2763,330,2020-09-05T18:23:25.117643,Quoted Sources
7915,2020-09-05T18:18:53.008101,238,2764,330,2020-09-05T18:25:10.799661,Quoted Sources
7916,2020-09-05T18:23:25.244830,238,2765,330,2020-09-05T18:27:37.345076,Quoted Sources
7917,2020-09-05T18:25:10.926587,238,2766,330,2020-09-05T18:31:34.418458,Quoted Sources
7918,2020-09-05T18:27:37.477933,238,2767,330,2020-09-05T18:32:57.776501,Quoted Sources
7919,2020-09-05T18:37:13.681406,238,2765,2,2020-09-05T18:46:53.846711,Quoted Sources
7920,2020-09-05T19:17:33.587219,238,2762,149,2020-09-05T19:26:31.217460,Quoted Sources
7921,2020-09-05T19:17:33.727484,238,2763,149,2020-09-05T19:30:09.139395,Quoted Sources
7922,2020-09-05T19:26:31.904081,238,2764,149,2020-09-05T19:32:30.519855,Quoted Sources
7923,2020-09-05T19:30:09.287014,238,2765,149,2020-09-05T19:39:08.848988,Quoted Sources
7924,2020-09-05T19:32:30.703263,238,2766,149,2020-09-05T19:45:01.682594,Quoted Sources
7925,2020-09-05T19:39:09.231149,238,2767,149,2020-09-05T19:49:17.733545,Quoted Sources
7926,2020-09-05T19:45:01.833825,238,2768,149,2020-09-05T19:54:34.196561,Quoted Sources
7927,2020-09-05T19:38:53.801844,238,2762,232,2020-09-05T19:54:46.443704,Quoted Sources
7928,2020-09-05T19:49:17.920437,238,2769,149,2020-09-05T19:57:26.632171,Quoted Sources
7929,2020-09-05T19:54:34.384948,238,2770,149,2020-09-05T19:59:49.453278,Quoted Sources
7930,2020-09-05T19:38:53.956851,238,2763,232,2020-09-05T20:00:04.751484,Quoted Sources
7931,2020-09-05T19:57:26.778888,238,2771,149,2020-09-05T20:07:41.201321,Quoted Sources
7932,2020-09-05T19:59:49.639916,238,2772,149,2020-09-05T20:11:52.530966,Quoted Sources
7933,2020-09-05T20:07:41.343557,238,2773,149,2020-09-05T20:16:20.549247,Quoted Sources
7934,2020-09-05T20:11:52.726968,238,2774,149,2020-09-05T20:20:44.370906,Quoted Sources
7935,2020-09-05T20:16:20.751204,238,2775,149,2020-09-05T20:27:16.374103,Quoted Sources
7936,2020-09-05T20:20:44.513508,238,2776,149,2020-09-05T20:29:37.489883,Quoted Sources
7937,2020-09-05T20:27:16.586306,238,2777,149,2020-09-05T20:32:18.177245,Quoted Sources
7938,2020-09-05T20:29:37.673560,238,2778,149,2020-09-05T20:35:25.613236,Quoted Sources
7939,2020-09-05T20:32:18.322290,238,2779,149,2020-09-05T20:41:05.290941,Quoted Sources
7940,2020-09-05T20:35:25.801000,238,2780,149,2020-09-05T20:46:04.167889,Quoted Sources
7941,2020-09-05T20:41:05.481779,238,2781,149,2020-09-05T20:50:29.262524,Quoted Sources
7942,2020-09-05T21:36:22.883567,238,2782,149,2020-09-05T21:37:59.148369,Quoted Sources
7943,2020-09-05T21:36:23.019114,238,2783,149,2020-09-05T21:39:37.757131,Quoted Sources
7944,2020-09-05T21:37:59.348179,238,2784,149,2020-09-05T21:46:34.663095,Quoted Sources
7945,2020-09-05T21:39:37.950123,238,2785,149,2020-09-05T21:49:49.153893,Quoted Sources
7946,2020-09-05T21:46:34.810676,238,2786,149,2020-09-05T21:51:59.678762,Quoted Sources
7947,2020-09-05T21:49:49.341183,238,2787,149,2020-09-05T21:55:15.885177,Quoted Sources
7959,2020-09-06T11:01:13.558983,238,2762,327,2020-09-06T11:29:20.584544,Quoted Sources
7960,2020-09-06T17:34:34.984554,238,2768,330,2020-09-06T20:42:04.557695,Quoted Sources
7961,2020-09-06T17:34:36.979692,238,2769,330,2020-09-06T20:44:49.159717,Quoted Sources
7962,2020-09-06T20:42:04.687116,238,2770,330,2020-09-06T20:46:26.032808,Quoted Sources
7963,2020-09-06T20:44:49.283743,238,2771,330,2020-09-06T20:49:54.164248,Quoted Sources
7964,2020-09-07T00:28:49.222775,238,2762,331,2020-09-07T00:34:44.982232,Quoted Sources
7965,2020-09-07T00:28:50.209674,238,2763,331,2020-09-07T00:37:53.690610,Quoted Sources
7966,2020-09-07T00:34:45.179469,238,2764,331,2020-09-07T00:39:46.566979,Quoted Sources
7967,2020-09-07T00:37:54.140883,238,2765,331,2020-09-07T00:41:44.165866,Quoted Sources
7968,2020-09-07T00:39:46.692876,238,2766,331,2020-09-07T00:44:47.858591,Quoted Sources
7969,2020-09-07T00:41:44.691897,238,2767,331,2020-09-07T00:48:29.567043,Quoted Sources
7970,2020-09-07T01:24:31.586345,238,2762,332,2020-09-07T01:41:09.296078,Quoted Sources
7971,2020-09-07T01:24:31.695499,238,2763,332,2020-09-07T01:44:29.696833,Quoted Sources
7972,2020-09-07T01:41:09.443564,238,2764,332,2020-09-07T01:46:18.677050,Quoted Sources
7973,2020-09-07T01:44:29.837445,238,2765,332,2020-09-07T01:48:31.904171,Quoted Sources
7974,2020-09-07T11:45:15.689925,238,2766,332,2020-09-07T11:53:54.720410,Quoted Sources
7975,2020-09-07T11:45:16.273467,238,2767,332,2020-09-07T11:55:37.481043,Quoted Sources
7976,2020-09-07T11:53:54.916445,238,2768,332,2020-09-07T11:57:30.185643,Quoted Sources
7977,2020-09-07T11:55:37.626734,238,2769,332,2020-09-07T11:58:49.444542,Quoted Sources
7978,2020-09-07T11:57:30.331454,238,2770,332,2020-09-07T12:00:28.528278,Quoted Sources
7979,2020-09-07T11:58:49.581649,238,2771,332,2020-09-07T12:03:57.413454,Quoted Sources
7992,2020-09-08T21:15:32.550550,238,2762,335,2020-09-08T21:21:51.808000,Quoted Sources
7993,2020-09-08T21:15:32.931300,238,2763,335,2020-09-08T21:25:33.108177,Quoted Sources
7994,2020-09-08T21:21:52.138922,238,2764,335,2020-09-08T21:27:31.847510,Quoted Sources
8015,2020-09-08T23:11:38.128539,238,2762,336,2020-09-08T23:17:58.768805,Quoted Sources
8016,2020-09-08T23:11:38.269154,238,2763,336,2020-09-08T23:22:30.076048,Quoted Sources
8017,2020-09-08T23:17:58.955528,238,2764,336,2020-09-08T23:25:08.652498,Quoted Sources
8018,2020-09-08T23:22:30.247295,238,2765,336,2020-09-08T23:28:48.851400,Quoted Sources
8019,2020-09-08T23:25:08.818511,238,2766,336,2020-09-08T23:32:22.169728,Quoted Sources
8034,2020-09-09T04:03:27.159304,238,2762,337,2020-09-09T04:09:55.100137,Quoted Sources
8059,2020-09-10T05:47:06.959609,238,2762,339,2020-09-10T05:58:53.632644,Quoted Sources
8060,2020-09-10T05:47:07.271297,238,2763,339,2020-09-10T06:09:10.026086,Quoted Sources
8061,2020-09-10T05:58:53.914662,238,2764,339,2020-09-10T06:12:41.267310,Quoted Sources
8062,2020-09-10T06:09:10.319953,238,2765,339,2020-09-10T06:15:10.742197,Quoted Sources
8063,2020-09-10T06:12:41.870746,238,2766,339,2020-09-10T07:59:39.545820,Quoted Sources
8065,2020-09-10T08:52:08.969143,238,2762,340,2020-09-10T09:03:15.225564,Quoted Sources
8066,2020-09-10T09:03:45.320838,238,2763,340,2020-09-10T09:06:07.715534,Quoted Sources
8067,2020-09-10T09:03:45.593197,238,2764,340,2020-09-10T09:07:41.951665,Quoted Sources
8068,2020-09-10T09:08:34.432257,238,2765,340,2020-09-10T09:10:52.638568,Quoted Sources
8089,2020-09-11T16:53:13.790039,238,2762,341,2020-09-11T17:08:27.344414,Quoted Sources
8090,2020-09-11T16:53:14.237431,238,2763,341,2020-09-11T17:23:58.864395,Quoted Sources
8099,2020-09-11T23:00:10.524850,238,2762,342,2020-09-11T23:23:23.525379,Quoted Sources
8100,2020-09-11T23:00:10.681494,238,2763,342,2020-09-11T23:26:56.323964,Quoted Sources
8116,2020-09-14T05:06:26.597341,238,2762,345,2020-09-14T05:12:05.592032,Quoted Sources
8117,2020-09-15T01:54:33.757337,238,2762,346,2020-09-15T02:00:02.670417,Quoted Sources
8127,2020-09-15T13:35:53.520563,238,2762,201,2020-09-15T14:06:20.687695,Quoted Sources
8177,2020-09-16T04:19:13.722633,238,2763,345,2020-09-16T04:28:18.567392,Quoted Sources
8178,2020-09-16T04:19:13.790866,238,2764,345,2020-09-16T04:30:30.758549,Quoted Sources
8179,2020-09-16T04:28:18.662090,238,2765,345,2020-09-16T04:34:21.464643,Quoted Sources
8180,2020-09-16T04:30:30.847046,238,2766,345,2020-09-16T04:38:45.143293,Quoted Sources
8181,2020-09-16T04:34:21.553711,238,2767,345,2020-09-16T04:46:18.145465,Quoted Sources
8182,2020-09-16T04:38:45.244574,238,2768,345,2020-09-16T04:52:27.309483,Quoted Sources
8183,2020-09-16T04:46:18.235613,238,2769,345,2020-09-16T05:25:04.893173,Quoted Sources
8184,2020-09-16T04:52:27.395646,238,2770,345,2020-09-16T05:27:20.029758,Quoted Sources
8185,2020-09-16T05:25:04.986756,238,2771,345,2020-09-16T05:33:16.861002,Quoted Sources
8186,2020-09-16T05:27:20.132954,238,2772,345,2020-09-16T05:41:15.782221,Quoted Sources
8187,2020-09-16T05:42:56.874544,238,2762,347,2020-09-16T05:50:02.856775,Quoted Sources
8188,2020-09-16T05:42:57.314613,238,2763,347,2020-09-16T05:52:24.999370,Quoted Sources
8189,2020-09-16T10:09:59.015967,238,2763,221,2020-09-16T10:13:41.809890,Quoted Sources
8190,2020-09-16T10:09:59.084798,238,2764,221,2020-09-16T10:16:44.866929,Quoted Sources
8191,2020-09-16T10:13:41.901608,238,2765,221,2020-09-16T10:18:19.484790,Quoted Sources
8200,2020-09-16T21:03:12.070722,238,2773,345,2020-09-16T21:05:03.320378,Quoted Sources
8201,2020-09-16T21:03:12.144291,238,2774,345,2020-09-16T21:06:32.383343,Quoted Sources
8202,2020-09-16T21:05:03.420588,238,2775,345,2020-09-16T21:08:34.060079,Quoted Sources
8203,2020-09-16T21:06:32.477536,238,2776,345,2020-09-16T21:09:55.531366,Quoted Sources
8204,2020-09-16T21:10:01.337874,238,2777,345,2020-09-16T21:11:35.096906,Quoted Sources
8205,2020-09-16T21:10:01.801354,238,2778,345,2020-09-16T21:12:50.877230,Quoted Sources
8207,2020-09-16T21:11:35.200227,238,2779,345,2020-09-16T21:14:20.773072,Quoted Sources
8210,2020-09-16T21:12:50.974819,238,2780,345,2020-09-16T21:17:25.993483,Quoted Sources
8233,2020-09-16T21:14:20.873660,238,2781,345,2020-09-16T21:55:04.199454,Quoted Sources
8289,2020-09-20T20:30:31.921476,238,2763,352,2020-09-20T20:38:17.441492,Quoted Sources
8290,2020-09-20T20:30:31.964366,238,2764,352,2020-09-20T20:43:28.391976,Quoted Sources
8291,2020-09-20T20:38:17.511139,238,2765,352,2020-09-20T21:02:30.681933,Quoted Sources
8303,2020-09-23T14:05:35.161779,238,2763,356,2020-09-23T14:14:41.506246,Quoted Sources
8304,2020-09-23T14:05:35.285532,238,2764,356,2020-09-23T14:19:43.955000,Quoted Sources
8306,2020-09-25T13:24:11.993329,238,2763,360,2020-09-25T13:28:53.022425,Quoted Sources
8307,2020-09-25T13:24:12.183993,238,2764,360,2020-09-25T13:31:02.909365,Quoted Sources
8308,2020-09-25T13:44:52.128288,238,2763,361,2020-09-25T13:53:15.561413,Quoted Sources
8309,2020-09-25T13:44:52.491954,238,2764,361,2020-09-25T13:55:50.038162,Quoted Sources
8310,2020-09-25T13:53:15.727562,238,2765,361,2020-09-25T13:58:58.221239,Quoted Sources
8311,2020-09-25T13:55:50.245570,238,2766,361,2020-09-25T14:02:55.031205,Quoted Sources
8312,2020-09-25T14:13:29.137566,238,2763,362,2020-09-25T14:40:19.728503,Quoted Sources
8313,2020-09-25T14:13:29.273524,238,2764,362,2020-09-25T14:43:49.833712,Quoted Sources
8314,2020-09-25T14:40:19.870489,238,2765,362,2020-09-25T14:51:33.692084,Quoted Sources
8315,2020-09-25T14:43:49.972257,238,2766,362,2020-09-25T14:55:47.841998,Quoted Sources
8316,2020-09-25T14:51:33.835743,238,2767,362,2020-09-25T14:58:41.786085,Quoted Sources
8317,2020-09-25T14:55:47.988001,238,2768,362,2020-09-25T15:01:16.829243,Quoted Sources
8318,2020-09-25T14:58:41.925927,238,2769,362,2020-09-25T15:05:30.034357,Quoted Sources
8319,2020-09-25T14:59:14.221966,238,2763,364,2020-09-25T15:05:56.455787,Quoted Sources
8320,2020-09-25T15:01:16.962172,238,2770,362,2020-09-25T15:07:31.006913,Quoted Sources
8321,2020-09-25T14:59:14.331675,238,2764,364,2020-09-25T15:29:59.561244,Quoted Sources
8322,2020-09-25T15:05:56.621773,238,2765,364,2020-09-25T15:35:43.222877,Quoted Sources
8493,2020-10-04T13:57:11.419136,238,2764,385,2020-10-04T14:07:40.528675,Quoted Sources
8494,2020-10-04T13:57:11.519861,238,2765,385,2020-10-04T14:17:51.048540,Quoted Sources
8495,2020-10-04T14:07:40.691545,238,2766,385,2020-10-04T14:31:50.875887,Quoted Sources
8496,2020-10-04T14:17:51.180704,238,2767,385,2020-10-04T14:35:14.817820,Quoted Sources
8497,2020-10-04T14:31:51.020326,238,2768,385,2020-10-04T14:40:42.984683,Quoted Sources
8498,2020-10-04T14:35:14.947157,238,2769,385,2020-10-04T14:46:11.687896,Quoted Sources
8499,2020-10-04T14:40:43.143138,238,2770,385,2020-10-04T14:48:16.850729,Quoted Sources
8500,2020-10-04T14:46:11.812790,238,2771,385,2020-10-04T14:55:45.750230,Quoted Sources
8501,2020-10-04T14:48:16.987432,238,2772,385,2020-10-04T15:00:28.362488,Quoted Sources
8502,2020-10-04T14:55:45.876007,238,2773,385,2020-10-04T15:05:40.067950,Quoted Sources
8503,2020-10-04T15:00:28.494690,238,2774,385,2020-10-04T15:12:55.099000,Quoted Sources
8504,2020-10-04T15:05:40.225112,238,2775,385,2020-10-04T15:18:30.162047,Quoted Sources
8505,2020-10-04T15:12:55.243498,238,2776,385,2020-10-04T15:21:11.006711,Quoted Sources
8506,2020-10-04T15:18:30.303048,238,2777,385,2020-10-04T15:22:21.208350,Quoted Sources
8507,2020-10-04T15:21:11.137042,238,2778,385,2020-10-04T15:24:07.459540,Quoted Sources
8508,2020-10-05T19:08:20.474820,238,2762,356,2020-10-05T19:20:20.494150,Quoted Sources
8509,2020-10-05T19:08:20.599665,238,2765,356,2020-10-05T19:31:58.511285,Quoted Sources
8510,2020-10-06T06:50:29.229241,238,2762,386,2020-10-06T07:09:47.658517,Quoted Sources
8511,2020-10-06T06:50:30.312833,238,2763,386,2020-10-06T07:13:45.750827,Quoted Sources
8512,2020-10-06T07:15:32.923647,238,2764,386,2020-10-06T07:21:31.808492,Quoted Sources
8523,2020-10-06T11:09:12.200475,238,2762,389,2020-10-06T11:34:09.710205,Quoted Sources
8524,2020-10-06T11:09:12.527415,238,2763,389,2020-10-06T11:38:13.555561,Quoted Sources
8525,2020-10-06T11:34:10.027386,238,2764,389,2020-10-06T11:41:00.600598,Quoted Sources
8526,2020-10-06T11:38:13.859365,238,2765,389,2020-10-06T11:48:15.968637,Quoted Sources
8530,2020-10-06T21:06:12.838157,238,2762,376,2020-10-06T21:14:52.707014,Quoted Sources
8532,2020-10-07T04:35:16.388885,238,2762,397,2020-10-07T04:46:48.487733,Quoted Sources
8533,2020-10-07T13:49:33.418991,238,2763,376,2020-10-07T13:53:42.557106,Quoted Sources
8534,2020-10-07T13:49:33.516292,238,2764,376,2020-10-07T13:55:01.160743,Quoted Sources
8535,2020-10-07T13:53:42.680431,238,2765,376,2020-10-07T13:58:14.450598,Quoted Sources
8537,2020-10-08T02:35:55.062315,238,2762,402,2020-10-08T02:49:42.220367,Quoted Sources
8538,2020-10-08T02:35:55.248316,238,2763,402,2020-10-08T02:52:37.853735,Quoted Sources
8539,2020-10-08T09:51:44.300754,238,2767,339,2020-10-08T10:00:01.102055,Quoted Sources
8540,2020-10-08T17:30:03.199241,238,2762,407,2020-10-08T17:38:34.087404,Quoted Sources
8541,2020-10-08T17:30:03.429444,238,2763,407,2020-10-08T17:43:08.111818,Quoted Sources
8594,2020-10-09T20:28:17.607024,238,2762,387,2020-10-09T20:37:38.073706,Quoted Sources
8595,2020-10-09T20:28:17.829821,238,2763,387,2020-10-09T20:40:56.275290,Quoted Sources
8623,2020-10-11T02:07:00.713034,238,2762,352,2020-10-11T02:17:10.607725,Quoted Sources
8624,2020-10-11T02:07:00.782166,238,2766,352,2020-10-11T02:25:27.789252,Quoted Sources
8625,2020-10-11T02:17:10.692486,238,2767,352,2020-10-11T02:28:05.579600,Quoted Sources
